

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P03545955A0751|177 184|glucose
P03545955A0751|262 269|glucose
P03545955A0751|143 151|fructose
P03545955A0751|305 312|lactose
P03537727A0243|104 111|protein
P03537727A0243|4 8|poly
P03534581A0976|87 101|5-fluorouracil
P03528748A0414|23 30|protein
P03513989A0580|8 15|ethanol
P03513989A0580|20 28|estrogen
P03491190A0233|36 39|RCA
P03443609A0000|48 51|SFC
P03439248A0000|35 47|dipyridamole
P03436877A0950|209 210|r
P03436877A0950|3 4|c
P03417588T0000|68 72|corn
P03400694A0245|114 126|dipyridamole
P03398823A0459|157 160|min
P03398823A0459|69 76|toluene
P03382772A0319|115 118|man
P03371139A0829|11 16|group
P03366720A1335|87 91|acid
P03354341A0177|144 150|inulin
P03340774A0328|88 90|Gy
P03340774A0328|71 74|rad
P03335651A0000|78 80|MR
P03335651A0000|219 221|T2
P03335444A0000|56 63|mixture
P03322829A0952|125 130|group
P03312033A0501|123 133|tobramycin
P03312033A0501|17 28|ceftazidime
P03311954A0000|107 117|ranitidine
P03311954A0000|136 146|ranitidine
P03300118A0392|65 69|pigs
P03297181A0127|180 184|food
P03282813A0794|177 178|r
P03280946A0375|118 121|cni
P03280807A0000|127 134|glycine
P03259437A0140|217 218|p
P03249840A0411|128 137|carbachol
P03249792A0241|97 101|role
P03235487A0404|125 134|diltiazem
P03228785A1047|196 197|p
P03214709A0559|6 9|min
P03209019A0662|132 139|acetone
P03198525A0164|175 176|d
P03190914A0149|122 127|group
P03181276A0422|74 75|h
P03178161A0000|123 127|acid
P03178161A0000|132 142|methionine
P03178161A0000|98 107|vitamin A
P03149774A0173|75 86|bicuculline
P03149774A0173|149 150|h
P03146784A0158|190 193|PSR
P03143048A1091|22 23|P
P03143048A1091|68 69|P
P03138190A0347|33 43|ampicillin
P03137346A0319|122 129|protein
P03123310A0000|92 98|purine
P03115787A0633|45 63|hexamethylmelamine
P03115787A0633|27 43|cyclophosphamide
P03110746A0146|32 36|acid
P03110692A0156|215 216|P
P03109147T0127|12 27|ethylene glycol
P03109147T0127|32 49|diethylene glycol
P03109147A0000|20 37|diethylene glycol
P03104914T0000|17 18|t
P03088643A0000|86 88|CS
P03078268A0529|218 222|role
P03076124A0496|149 158|reductase
P03076124A0496|179 190|simvastatin
P03076124A0496|47 57|colestipol
P03076124A0496|76 87|fenofibrate
P03073091A0449|189 203|spironolactone
P03073091A0449|46 49|min
P03065621T0000|86 91|MRP13
P03062370A0000|0 4|GCN4
P03061383A0000|63 67|acid
P03061383A0000|25 35|mecillinam
P03061301A1409|149 159|creatinine
P03061301A1409|161 162|p
P03059171A1232|40 47|heparin
P03059171A1232|49 65|prostaglandin E1
P03048024A0418|85 86|p
P03041802A0975|186 190|role
P03039387A0920|159 171|methotrexate
P03039387A0920|33 49|cyclophosphamide
P03039177A0503|4 9|group
P03025862A0860|139 140|A
P03023970A0922|94 101|protein
P03021050A0501|55 64|sulbactam
P03015953T0000|12 26|glucocorticoid
P03015628A1078|25 39|hydroxyproline
P03015611A0331|72 86|lysine residue
P03004982A1094|43 50|peptide
P03002786A0143|4 9|group
P03002786A0143|68 76|atropine
P03001110A0546|209 212|mol
P03001110A0546|188 191|mol
P03000457A1554|53 54|h
P02999267A0885|285 287|GS
P02999267A0606|10 13|FAP
P02997777A0609|106 108|ts
P02994336A0864|97 110|bromocriptine
P02983331T0000|74 79|ether
P02981840A0907|102 103|d
P02975680A0000|262 265|GAD
P02975680A0000|272 277|group
P02975680A0000|239 244|group
P02971710A0734|131 135|role
P02970640A0341|133 141|zinc ion
P02966671A0551|280 281|h
P02949170A0184|143 155|testosterone
P02941237A0160|130 139|vitamin D
P02941237A0160|141 150|vitamin A
P02939260A1553|174 184|methionine
P02936284A0357|27 37|atracurium
P02936284A0357|85 88|man
P02928376A0312|29 34|water
P02928376A0312|58 65|mixture
P02928112T0000|62 63|A
P02926499A0340|243 244|c
P02926499A0340|154 156|Cb
P02926499A0340|166 167|c
P02926499A0340|175 178|tau
P02923687A0218|46 50|side
P02920591A0251|75 82|digoxin
P02920591A0251|106 114|dopamine
P02918474A0817|22 32|nifedipine
P02913368A1037|26 44|potassium chloride
P02913368A1037|49 62|acetylcholine
P02907533T0000|31 47|blood substitute
P02906249A1195|103 114|application
P02903500A0278|44 51|protein
P02902844A1219|72 79|protein
P02895566A0187|0 3|DPA
P02894741A0000|35 45|vecuronium
P02892762A0296|75 77|nt
P02889495A0000|91 103|flupenthixol
P02889495A0000|79 87|pimozide
P02884860A0329|34 42|prazosin
P02883871A1075|64 68|drug
P02882893A0301|118 120|sp
P02878100A0674|86 95|diltiazem
P02877124A0000|91 104|phenothiazine
P02875967A0377|39 49|adrenaline
P02875224A1059|192 193|p
P02868848A0167|24 34|fosfomycin
P02848842A0643|74 79|probe
P02845654A0510|146 162|tyrosine residue
P02845654A0510|18 35|threonine residue
P02845654A0510|42 57|alanine residue
P02838319A0527|43 44|p
P02838246A0225|263 264|P
P02834843A0000|60 69|rifabutin
P02834843A0000|94 105|rifapentine
P02834843A0000|107 110|RPE
P02832149A1009|4 8|lack
P02830265A0341|0 6|RPA190
P02830214A0000|14 27|acetazolamide
P02829183A0117|78 89|translocase
P02826717A0179|49 54|water
P02815229A0139|123 132|diltiazem
P02809651A0492|38 42|role
P02807780A0143|80 83|min
P02807780A0143|38 52|methylene blue
P02802280A0495|61 64|PTS
P02800435A0000|104 105|T
P02800417A0332|132 133|p
P02793216A0876|102 106|acid
P02790009A1052|11 18|protein
P02789062A1420|129 144|oligonucleotide
P02784507A0000|71 74|CD4
P02781567A0544|11 16|water
P02780157A0576|131 135|lack
P02779752A0776|82 92|piperazine
P02779752A0776|18 28|piperazine
P02779752A0000|14 24|piperazine
P02778237A0585|11 15|term
P02776742A0000|12 14|HR
P02776742A0000|37 40|Tre
P02774271A0000|127 129|Br
P02774271A0000|118 125|bromide
P02774271A0000|102 106|acid
P02773507A0750|198 202|drug
P02763467A0903|185 189|spot
P02758382A0478|91 100|estradiol
P02751080A0176|16 20|shot
P02748188A0091|208 209|t
P02748188A0091|219 220|P
P02745666A0000|52 64|progesterone
P02743842A0000|420 423|min
P02743842A0000|177 193|prostaglandin E2
P02743842A0000|277 278|H
P02735364A1330|70 71|p
P02731671A0000|45 71|nickel sulfate hexahydrate
P02727909A0383|104 107|ADP
P02720966A0455|27 30|ADA
P02717349A0311|0 3|Men
P02712450A0989|74 75|p
P02708288A0621|143 147|acid
P02708288A0621|4 19|dichloromethane
P02708288A0139|89 93|acid
P02705296A0231|61 65|ORF1
P02703925A0359|412 414|LW
P02702849A0418|230 231|p
P02702566A0000|31 45|5-fluorouracil
P02702566A0000|17 26|cisplatin
P02693593A0866|12 19|protein
P02693208A0166|21 25|role
P02692881A0354|83 86|PIH
P02691811A0355|19 22|min
P02689439A0000|165 176|glutathione
P02686588A0592|56 66|hemoglobin
P02675492A0806|100 103|CRP
P02674141A1202|32 36|CTSE
P02669199A0000|23 26|TNF
P02666404A0220|323 330|maltose
P02666404A0220|314 321|glucose
P02651487A0000|231 238|insulin
P02651448A0000|25 29|drug
P02647918A0423|13 18|group
P02637597A0362|141 143|C3
P02632904A0619|81 82|r
P02631505A0382|12 15|AMP
P02631505A0382|34 48|aminoglycoside
P02630543A0210|106 107|T
P02617623A0740|96 97|m
P02607766A0000|423 425|Hg
P02603923A0220|166 168|ml
P02603923A0220|70 74|pigs
P02603923A0220|119 121|ml
P02595451A1136|86 90|TCL2
P02592640A0466|262 269|retinol
P02592640A0466|152 153|g
P02592640A0466|280 293|beta-carotene
P02592640A0466|229 230|g
P02592640A0466|32 45|beta-carotene
P02590391A0442|159 172|sphingomyelin
P02586513A0622|321 324|Ser
P02582918A0000|220 222|T2
P02577458A0412|57 68|angiotensin
P02576405A0223|153 161|platinum
P02575174A0229|55 64|doxazosin
P02574016A0428|78 89|neostigmine
P02566680A0820|51 59|morphine
P02547778A0786|41 45|ANT1
P02543679A1291|132 136|role
P02534067A0316|18 31|dexamethasone
P02534067A0316|165 177|testosterone
P02532032A0385|50 53|PAC
P02522297A0000|18 32|thromboxane A2
P02521217A1035|27 34|protein
P02511069A0532|107 110|RR2
P02507523A0791|116 123|protein
P02496100T0000|48 60|aflatoxin B1
P02485188A0415|158 159|p
P02485188A0415|318 323|group
P02485188A0415|103 119|dermatan sulfate
P02483210A0000|57 63|lipase
P02482511A0860|189 199|naltrexone
P02482293A1518|127 140|phorbol ester
P02479635A0659|111 118|phorbol
P02474356A0559|66 67|T
P02474110A1039|95 98|ACE
P02473718A0000|86 95|serotonin
P02466414A0000|176 178|ml
P02463050A0514|101 115|corticosterone
P02462523A0394|124 126|su
P02462523A0394|71 73|su
P02449431A1121|65 68|ATP
P02442837A0060|91 100|verapamil
P02442837A0060|42 51|dauricine
P02437895A0000|2 7|probe
P02427797A0199|242 249|lactate
P02427797A0199|168 171|min
P02419327A0998|207 211|side
P02417669A0218|83 90|taurine
P02403926A0307|167 175|tyrosine
P02403926A0307|145 151|serine
P02403926A0000|213 223|amino acid
P02400070T0000|14 22|propofol
P02395868A0322|96 102|ligand
P02393895A0918|123 124|p
P02393001A0324|47 48|r
P02386895A0496|74 78|pain
P02378615A0807|163 175|carbohydrate
P02376023A0307|67 68|P
P02376023A0307|98 99|P
P02373810A1118|102 103|p
P02372712A0002|43 48|water
P02354381A0207|254 255|N
P02348225A0192|10 12|SE
P02341669A0000|164 167|MLS
P02339447A0162|93 94|A
P02339447A0162|109 116|estrone
P02333749A0411|46 49|SPT
P02332018A0538|186 187|P
P02330333A0325|59 61|Ga
P02326946T0000|45 49|LCAT
P02317413A0364|155 159|acid
P02312470A0774|89 93|urea
P02312470A0774|152 153|s
P02312470A0774|200 204|urea
P02308496A0000|85 93|cortisol
P02307850A1197|42 45|Con
P02307613A0783|66 67|P
P02303158T0000|57 64|protein
P02293019A0000|132 138|serine
P02293019A0000|21 24|ALP
P02291144A0493|72 73|H
P02281948A0245|4 8|corn
P02280777T0000|49 57|estrogen
P02264601A0000|151 158|alcohol
P02259334A0205|93 100|protein
P02253663A0687|90 91|h
P02248732A1113|43 54|haloperidol
P02243093A0000|69 76|protein
P02236060A1671|109 116|protein
P02227438A0492|124 126|nt
P02217741T0001|55 62|insulin
P02209605A0510|100 107|protein
P02209243A0237|12 19|protein
P02208762A0228|116 119|ear
P02206858A0000|22 24|PC
P02204810A1080|15 18|GA2
P02204029A0184|47 50|unr
P02198259A0685|25 26|N
P02196565A0606|120 123|TUF
P02195715A0143|83 90|protein
P02194972T0000|23 32|cefpirome
P02182240A0355|106 109|min
P02179815A0582|47 50|CEF
P02179815A0582|36 43|protein
P02179188A1223|81 94|dinitrophenol
P02176822A0000|148 157|inhibitor
P02176822A0000|112 121|threonine
P02167784A0109|47 50|min
P02167784A0109|36 39|air
P02167784A0109|81 84|min
P02166040A0385|276 279|neo
P02164588A0266|56 60|role
P02164585A0814|133 140|alanine
P02162103A0000|83 84|P
P02160622A0000|203 211|morphine
P02158927A0000|127 131|UTR3
P02158927A0000|23 33|nucleotide
P02158927A0000|133 137|OSM1
P02158927A0000|35 37|nt
P02158099A0487|60 63|CCL
P02157764A1115|50 57|peptide
P02154467A0709|160 168|molecule
P02151229A0921|122 127|group
P02151229A0921|53 58|group
P02135536A0621|138 140|Hk
P02122454A1042|38 41|Ser
P02118612A0629|158 163|ether
P02116071A0000|311 318|antigen
P02113699A0372|118 119|N
P02113699A0372|104 105|N
P02113699A0372|193 194|N
P02113174A0064|13 20|protein
P02107548A0727|60 64|poly
P02107548A0727|65 66|A
P02107073A0584|130 134|STE4
P02107073A0584|36 40|STE4
P02093033T0001|82 100|tributyl phosphate
P02088781A0653|56 59|fog
P02088781A0653|24 27|fog
P02078080T0040|4 15|application
P02077560T0000|4 8|role
P02076620A0548|100 111|gemfibrozil
P02069873X0000|50 53|vav
P02069738A0000|46 53|ethanol
P02055484A0538|60 64|ATG2
P02055484A0538|48 52|ATG1
P02044975A0380|154 165|application
P02027839A0250|30 35|group
P02027839A0250|212 217|group
P02026491A0399|122 126|pain
P02021630A1104|77 84|protein
P02010912A0366|78 82|role
P02001033A1907|61 71|isoflurane
P02001033A1907|46 56|desflurane
P02000093A0794|21 23|cv
P01993656A1860|84 91|guanine
P01989999A0000|29 32|IMP
P01989999A0000|161 164|IMP
P01989999A0000|53 56|GDP
P01989561A0100|4 15|application
P01974550A0362|116 128|indomethacin
P01971191A1271|46 59|isoproterenol
P01971191A1271|37 44|agonist
P01970801A0925|98 103|group
P01968224A0119|192 196|PCNA
P01964989A0145|180 199|potassium hydroxide
P01963438T0000|35 47|cytochrome c
P01963419A0501|72 77|water
P01963419A0501|128 129|p
P01961996A0522|17 18|R
P01956491A0095|21 35|amphotericin B
P01943184A1050|121 122|p
P01932650A0435|3 8|group
P01930470A0337|52 55|PTH
P01923766A0485|202 204|nt
P01916405A0242|110 112|PC
P01910505A0000|59 75|cyclophosphamide
P01907941A0275|85 88|Rel
P01906692A0321|40 47|heparin
P01903841A0125|61 69|hypusine
P01903841A0125|114 120|eIF-5A
P01901946A0243|12 27|oligonucleotide
P01901946A0243|143 148|probe
P01901859A0000|189 192|man
P01898164A0839|77 82|group
P01898164A0839|117 121|arch
P01895370A0199|59 60|D
P01895370A0199|154 155|D
P01889753A0441|4 14|nucleotide
P01882386A0000|58 62|acid
P01878755A0496|114 115|P
P01878755A0496|136 147|chloroquine
P01871135A0295|69 76|protein
P01869968A0673|145 146|p
P01863887A0174|163 177|growth hormone
P01863887A0174|154 161|insulin
P01863768A0649|4 11|protein
P01856021A0577|176 182|xylene
P01855255T0000|49 53|RCC1
P01853796T0000|57 61|role
P01851527T0000|85 88|APP
P01850127A0000|116 123|protein
P01849509T0000|119 130|transposase
P01845885A1003|75 82|protein
P01832152A0902|54 58|ORF1
P01830114A1587|29 32|NS1
P01829060A0649|79 89|nifedipine
P01808602A0000|147 151|acid
P01808602A0000|114 118|acid
P01791754T0000|31 35|role
P01782982A0155|112 115|AMP
P01782424A0278|100 104|role
P01771959A0442|69 70|p
P01762917A0615|15 18|Ser
P01762917A0615|34 37|Glu
P01761736A0158|206 216|antipyrine
P01759052A0786|0 4|Appl
P01756195A1117|119 120|r
P01751255A0529|46 47|p
P01751255A0529|16 18|CO
P01748194A0767|161 162|N
P01744119A0757|178 185|protein
P01736844T0000|72 84|testosterone
P01731933T0000b|49 56|protein
P01731933T0000a|49 56|protein
P01730412T0000|0 3|Max
P01727494A0000|16 18|VV
P01725547A0354|126 127|p
P01721884A0962|269 270|P
P01721261T0000|20 22|FK
P01720843A1506|60 71|angiotensin
P01715593A0838|5 16|desipramine
P01715593A0838|81 92|desipramine
P01714358A0990|108 111|ATP
P01713213A0000|4 11|protein
P01711048T0000|83 89|COL1A2
P01709933T0000|65 76|polypeptide
P01703632T0000|50 61|polypeptide
P01695116A0078|51 54|CR1
P01694009A0112|116 127|polypeptide
P01686909A0299|122 126|acid
P01686909A0299|93 102|bretylium
P01681075A0429|49 52|min
P01675424A0991|123 142|pyridine nucleotide
P01675424A0991|42 45|NAD
P01674817A0862|30 35|RNA14
P01674817A0862|40 45|RNA15
P01674662A0000|228 231|ARC
P01674242A0358|176 189|ciprofloxacin
P01674242A0358|166 174|enoxacin
P01674242A0358|315 324|diltiazem
P01674242A0358|446 459|thiabendazole
P01674242A0358|304 313|verapamil
P01674242A0358|261 265|acid
P01674242A0358|461 471|disulfiram
P01674242A0358|326 336|nifedipine
P01674242A0358|203 214|norfloxacin
P01664192A1577|63 73|vecuronium
P01657246A0325|91 94|Met
P01655126T0000|91 98|toluene
P01652372A0153|19 23|SWI5
P01650524A0837|223 233|colchicine
P01648142A1170|129 130|P
P01648142A1170|170 171|P
P01647813A0512|49 56|protein
P01645905A0341|15 16|N
P01644831A0824|22 26|role
P01644821A1259|9 17|butyrate
P01644814A0068|27 34|protein
P01637758A0532|95 97|cm
P01637758A0532|217 218|P
P01633435A0743|18 25|protein
P01630455A0448|16 23|protein
P01630454A0635|8 12|poly
P01626430A1112|40 44|SNF2
P01626430A1112|23 28|RAD16
P01624425A0907|10 17|protein
P01617801A0088|117 126|captopril
P01617776A0343|173 177|role
P01612085A0624|161 162|P
P01597272A0077|27 36|methadone
P01597170A0000|184 187|air
P01594554A0845|49 52|CCK
P01592545A0726|100 101|p
P01589576A0170|151 153|T2
P01589576A0170|147 149|ps
P01588961A0000|0 4|STP1
P01588270A1029|135 136|P
P01588270A1029|156 159|DBP
P01585014A0000|77 84|hormone
P01583819A0377|0 3|SEA
P01581965A0388|25 32|protein
P01562659A0676|139 152|dexamethasone
P01556068A0000|108 116|tyramine
P01552662A0398|32 37|probe
P01552457T0000|97 106|ofloxacin
P01551898A1084|104 111|protein
P01549123A0480|106 110|bZIP
P01549123A0480|69 76|protein
P01548891A0635|154 155|P
P01547942A0120|14 17|LAP
P01547942A0120|133 140|protein
P01546522A0000|53 56|PML
P01546522A0000|153 156|man
P01541556A1040|14 23|palmitate
P01531632A0000|129 133|NSR1
P01531086A0127|83 90|protein
P01526690T0000|29 37|warfarin
P01525153A0359|13 14|d
P01525153A0359|27 28|d
P01518833A0397|53 54|A
P01516829A0460|77 81|SNF2
P01516829A0460|83 87|SNF5
P01516829A0113|33 37|SNF5
P01512941A0000|134 147|ciprofloxacin
P01512941A0000|50 62|levofloxacin
P01512654A0503|27 36|phosphate
P01506746A0476|71 75|pigs
P01505516A0928|35 41|lysine
P01505488A0231|48 51|EVL
P01490493A0416|74 79|lipid
P01483771A1335|25 27|NA
P01477021A0394|121 122|P
P01476376T0000|9 13|urea
P01471602A0362|117 127|coenzyme A
P01470243A0871|97 98|p
P01469047A1606|45 47|aa
P01468625A1080|13 17|ACT1
P01464606A0344|122 133|fibronectin
P01464329T0000|22 29|protein
P01457380A0000|15 18|ttk
P01452703A0782|241 243|ml
P01452584T0000|39 43|role
P01452037A0000|107 110|PGK
P01448917A0775|51 53|aa
P01448917A0775|287 295|helicase
P01448806A0135|18 32|growth hormone
P01427457A0000|114 115|h
P01426635A0496|77 80|DDC
P01420177A1065|51 54|Ser
P01418860A0797|15 24|diltiazem
P01418860A0797|226 230|role
P01418860A0797|86 95|diltiazem
P01418834A0987|176 177|P
P01410071T0000|27 36|serotonin
P01398098A0770|86 97|polypeptide
P01395755A1023|222 223|p
P01394655A0615b|65 69|urea
P01392277A0000|67 72|water
P01386897A0000|145 149|CLN1
P01384229A0175|31 35|role
P01384229A0175|69 84|oligonucleotide
P01379032A0495|94 99|group
P01379032A0495|136 146|prednisone
P01374688A0471|5 10|group
P01374398A0951|131 135|acid
P01373374A0735|78 82|GBF1
P01372802A1481|28 30|C3
P01372456A0426|71 72|h
P01371275T0000|64 70|ATPase
P01371275T0000|32 33|B
P01358758A0000|97 100|Far
P01352113A0231|188 191|min
P01350932A1123|117 120|Cys
P01346534T0000|80 87|protein
P01346262A0377|154 161|protein
P01339373T0000|72 79|protein
P01338867A0503|82 92|antagonist
P01334493A0289|44 47|HGF
P01334428A1102|61 64|Glu
P01334428A1102|56 60|poly
P01333317A1008|44 47|Sp1
P01333317A1008|68 75|protein
P01333053A0110|123 138|peptide hormone
P01333047A0404|163 171|tyrosine
P01331057A0000|29 34|COX12
P01326329A0703|86 90|lack
P01324639T0000|59 70|amoxicillin
P01324639T0000|138 149|clindamycin
P01324406A1250|18 22|RAD5
P01324172A0880|33 40|protein
P01321337A0318|193 204|calcineurin
P01321277A0664|11 12|R
P01321277A0664|6 9|SRC
P01321277A0342|67 70|SRC
P01321277A0342|55 58|ros
P01321277A0342|118 121|CEF
P01320640A0336|91 94|VIP
P01320640A0336|69 76|insulin
P01320255A0795|162 166|role
P01318310A0000|157 168|cholesterol
P01317376A0981|77 85|fructose
P01316461A1083|214 221|protein
P01312005A0600|115 116|H
P01310879A0000|151 158|heparin
P01310178A0876|130 141|polypeptide
P01310154A0879|33 34|N
P01309894A0807|69 79|nucleotide
P01295373A0651|113 114|B
P01287197A0761|260 262|po
P01285807A0365|180 181|P
P01284828T0001|34 43|inhibitor
P01284032A0213|91 95|acid
P01279374A0396|137 143|PET122
P01279352A1197|23 24|H
P01267446A0210|29 33|acid
P01256410T0001|64 68|term
P01245162A0262|77 81|drug
P01206772T0000|65 75|hycanthone
P01171935A0313|99 110|amphetamine
P01168908A0000|18 21|PGF
P01156814T0000|20 27|heparin
P01141114A0188|206 207|H
P01130186A0568|85 96|tolbutamide
P01119586A0337|77 80|ATP
P01119586A0337|86 93|lactate
P01107226A0808|9 23|amphotericin B
P01101272T0000|80 95|cyclohexylamine
P01093845A0208|173 178|dream
P01078982A0227|176 192|cyclophosphamide
P01064124A0560|9 10|d
P01021091T0000|115 126|vasopressin
P01009739T0001|10 22|indomethacin
P00993176A0066|41 51|hemoglobin
P00989973A0000|229 237|busulfan
P00975540T0000|47 58|application
P00970839A0118|74 79|water
P00970488A0105|60 69|indicator
P00961711T0000|41 44|seg
P00947327A0000|426 438|trimethoprim
P00947327A0000|163 166|SMZ
P00941050T0000|14 18|food
P00935526A0000|99 103|lack
P00930947A0629|208 212|drug
P00921911A0159|127 129|cm
P00910823A0196|5 9|term
P00909114A0000|196 198|sc
P00872442T0000|14 23|L-alanine
P00833472A0907|78 88|colestipol
P00799988A0554|88 98|imipramine
P00755671A0485|17 24|heparin
P00753237A0000|123 127|role
P00753237A0000|377 378|D
P00712117A0521|48 52|base
P00703350A0418|49 56|sulfide
P00657551T0000|39 42|man
P00646193T0000|46 55|halothane
P00644539A0783|39 41|ml
P00644314T0000|28 31|man
P00619948A0000|114 127|nortriptyline
P00619948A0000|90 102|fluphenazine
P00606849T0000|47 61|thromboxane A2
P00602622A0362|81 82|p
P00589073A0000|152 157|group
P00580151A0706|74 86|testosterone
P00574956A0304|232 240|dopamine
P00564943A0444|78 79|T
P00555583T0000|37 40|man
P00528144T0000|7 11|role
P00524451A0136|84 95|amphetamine
P00513284A0000|261 263|ml
P00499588T0000|56 63|insulin
P00493818A0422|79 82|fit
P00481612A1121|128 136|fentanyl
P00474064A0205|122 130|morphine
P00474064A0205|153 154|R
P00474064A0205|165 173|fentanyl
P00454780A0340|96 98|Ta
P00439618T0001|56 64|ajmaline
P00437749A0242|123 127|pain
P00427715A0000|101 102|B
P00425547A0000|56 58|os
P00417166T0000|27 37|clonazepam
P00401521A0138|45 56|ticarcillin
P00386251A0899|45 55|penicillin
P00378735A0000|172 173|g
P00377466A0188|154 155|T
P00377466A0188|119 131|progesterone
